"qseqid","qlen","sseqid","slen","qstart","qend","sstart","send","evalue","bitscore","score","length","pident","nident","mismatch","positive","gapopen","gaps","ppos","sstrand"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,26922035,35058605,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"plus"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,26810164,35170476,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"plus"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,26858012,35122629,0,2638,1428,1636,95.782,1567,68,1567,1,1,95.78,"plus"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,27098579,34882061,0,2627,1422,1635,95.657,1564,71,1564,0,0,95.66,"plus"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,27042003,34938637,0,2627,1422,1635,95.657,1564,71,1564,0,0,95.66,"plus"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,10404439,51572933,0,2322,1257,1635,92.294,1509,126,1509,0,0,92.29,"minus"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,10498031,51479341,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"minus"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,10438782,51538590,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"minus"
"AB212829.1",1635,"GRMa.chr7",61979006,1,1635,10374044,51603328,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"minus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,26722284,35258356,0,3003,1626,1635,99.817,1632,3,1632,0,0,99.82,"plus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,26922035,35058605,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"plus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,26810164,35170476,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"plus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,26858012,35122629,0,2987,1617,1636,99.633,1630,5,1630,1,1,99.63,"plus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,27042003,34938637,0,2976,1611,1635,99.511,1627,8,1627,0,0,99.51,"plus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,27098579,34882061,0,2970,1608,1635,99.45,1626,9,1626,0,0,99.45,"plus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,10404439,51572933,0,2278,1233,1635,91.804,1501,134,1501,0,0,91.8,"minus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,10498031,51479341,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"minus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,10438782,51538590,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"minus"
"AB212830.1",1635,"GRMa.chr7",61979006,1,1635,10374044,51603328,0,2222,1203,1635,91.193,1491,144,1491,0,0,91.19,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,28821955,28820320,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,28896422,28894787,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,28974486,28972851,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,29105391,29103756,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,28654964,28653329,0,3005,1627,1636,99.817,1633,3,1633,0,0,99.82,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,28716801,28715166,0,3005,1627,1636,99.817,1633,3,1633,0,0,99.82,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,29129147,29127512,0,3005,1627,1636,99.817,1633,3,1633,0,0,99.82,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,28751039,28749401,0,3001,1625,1639,99.756,1635,1,1635,1,3,99.76,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,29183204,29181571,0,2998,1623,1636,99.756,1632,2,1632,2,2,99.76,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,29053731,29052096,0,2994,1621,1636,99.694,1631,5,1631,0,0,99.69,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,13,1639,10036008,10034382,0,2412,1306,1628,93.428,1521,105,1521,2,2,93.43,"minus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,11022759,11024394,0,2290,1240,1636,91.932,1504,132,1504,0,0,91.93,"plus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,11107152,11108787,0,2290,1240,1636,91.932,1504,132,1504,0,0,91.93,"plus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,11139762,11141397,0,2274,1231,1636,91.748,1501,135,1501,0,0,91.75,"plus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,11198803,11200438,0,2274,1231,1636,91.748,1501,135,1501,0,0,91.75,"plus"
"LY658671.1",1639,"GRMb.chr7",65497000,4,1639,11076771,11078406,0,2241,1213,1636,91.381,1495,141,1495,0,0,91.38,"plus"
"AB292682.1",1635,"GRMb.chr7",65497000,1,1635,10434906,10433272,0,2964,1605,1635,99.388,1625,10,1625,0,0,99.39,"minus"
"AB292682.1",1635,"GRMb.chr7",65497000,1,1635,11022760,11024397,0,2146,1162,1638,90.354,1480,155,1480,2,3,90.35,"plus"
"AB292682.1",1635,"GRMb.chr7",65497000,1,1635,11107153,11108790,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"plus"
"AB292682.1",1635,"GRMb.chr7",65497000,1,1635,11139763,11141400,0,2124,1150,1638,90.11,1476,159,1476,2,3,90.11,"plus"
"AB292682.1",1635,"GRMb.chr7",65497000,1,1635,11198804,11200441,0,2124,1150,1638,90.11,1476,159,1476,2,3,90.11,"plus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,11107153,11108790,0,3003,1626,1638,99.756,1634,4,1634,0,0,99.76,"plus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,11022760,11024397,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"plus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,11139763,11141400,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"plus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,11198804,11200441,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"plus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,11076772,11078409,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,28654963,28653326,0,2311,1251,1638,92.125,1509,129,1509,0,0,92.12,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,28821954,28820317,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,28896421,28894784,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,28974485,28972848,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,29105390,29103753,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,28751038,28749398,0,2296,1243,1641,91.956,1509,129,1509,2,3,91.96,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,28716800,28715163,0,2294,1242,1638,91.941,1506,132,1506,0,0,91.94,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,29129146,29127509,0,2294,1242,1638,91.941,1506,132,1506,0,0,91.94,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,29183203,29181568,0,2287,1238,1638,91.88,1505,131,1505,2,2,91.88,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,29053730,29052093,0,2283,1236,1638,91.819,1504,134,1504,0,0,91.82,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,9,1638,10036008,10034379,0,2241,1213,1630,91.472,1491,139,1491,0,0,91.47,"minus"
"AB292683.1",1638,"GRMb.chr7",65497000,1,1638,10434906,10433272,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,11076772,11078409,0,3014,1632,1638,99.878,1636,2,1636,0,0,99.88,"plus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,11107153,11108790,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"plus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,11022760,11024397,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,11139763,11141400,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,11198804,11200441,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,28654963,28653326,0,2266,1227,1638,91.636,1501,137,1501,0,0,91.64,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,28821954,28820317,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,28896421,28894784,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,28974485,28972848,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,29105390,29103753,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,28751038,28749398,0,2252,1219,1641,91.469,1501,137,1501,2,3,91.47,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,28716800,28715163,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,29129146,29127509,0,2250,1218,1638,91.453,1498,140,1498,0,0,91.45,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,29183203,29181568,0,2242,1214,1638,91.392,1497,139,1497,2,2,91.39,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,1,1638,29053730,29052093,0,2239,1212,1638,91.331,1496,142,1496,0,0,91.33,"minus"
"AB292684.1",1638,"GRMb.chr7",65497000,9,1638,10036008,10034379,0,2196,1189,1630,90.982,1483,147,1483,0,0,90.98,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,29129146,29127512,0,2654,1437,1635,95.963,1569,66,1569,0,0,95.96,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,28821954,28820320,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,28896421,28894787,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,28974485,28972851,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,29105390,29103756,0,2649,1434,1635,95.902,1568,67,1568,0,0,95.9,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,28654963,28653329,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,28716800,28715166,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,29053730,29052096,0,2643,1431,1635,95.841,1567,68,1567,0,0,95.84,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,28751038,28749401,0,2639,1429,1638,95.788,1569,66,1569,1,3,95.79,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,29183203,29181571,0,2636,1427,1635,95.78,1566,67,1566,2,2,95.78,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,9,1635,10036008,10034382,0,2368,1282,1628,92.936,1513,113,1513,2,2,92.94,"minus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,11022760,11024394,0,2322,1257,1635,92.294,1509,126,1509,0,0,92.29,"plus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,11107153,11108787,0,2316,1254,1635,92.232,1508,127,1508,0,0,92.23,"plus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,11139763,11141397,0,2305,1248,1635,92.11,1506,129,1506,0,0,92.11,"plus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,11198804,11200438,0,2305,1248,1635,92.11,1506,129,1506,0,0,92.11,"plus"
"AB212829.1",1635,"GRMb.chr7",65497000,1,1635,11076772,11078406,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"plus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,28821954,28820320,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,28896421,28894787,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,28974485,28972851,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,29105390,29103756,0,2998,1623,1635,99.755,1631,4,1631,0,0,99.76,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,28654963,28653329,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,28716800,28715166,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,29053730,29052096,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,29129146,29127512,0,2992,1620,1635,99.694,1630,5,1630,0,0,99.69,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,28751038,28749401,0,2988,1618,1638,99.634,1632,3,1632,1,3,99.63,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,29183203,29181571,0,2985,1616,1635,99.633,1629,4,1629,2,2,99.63,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,9,1635,10036008,10034382,0,2401,1300,1628,93.305,1519,107,1519,2,2,93.3,"minus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,11022760,11024394,0,2278,1233,1635,91.804,1501,134,1501,0,0,91.8,"plus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,11107153,11108787,0,2278,1233,1635,91.804,1501,134,1501,0,0,91.8,"plus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,11139763,11141397,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"plus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,11198804,11200438,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"plus"
"AB212830.1",1635,"GRMb.chr7",65497000,1,1635,11076772,11078406,0,2228,1206,1635,91.254,1492,143,1492,0,0,91.25,"plus"
"LY658671.1",1639,"H3S1a.chr7",65297000,4,1639,11756991,53538374,0,2285,1237,1636,91.87,1503,133,1503,0,0,91.87,"minus"
"LY658671.1",1639,"H3S1a.chr7",65297000,4,1639,11663133,53632232,0,2285,1237,1636,91.87,1503,133,1503,0,0,91.87,"minus"
"LY658671.1",1639,"H3S1a.chr7",65297000,4,1639,11796585,53498780,0,2279,1234,1636,91.809,1502,134,1502,0,0,91.81,"minus"
"LY658671.1",1639,"H3S1a.chr7",65297000,4,1639,11865309,53430056,0,2274,1231,1636,91.748,1501,135,1501,0,0,91.75,"minus"
"LY658671.1",1639,"H3S1a.chr7",65297000,4,1639,11726576,53568789,0,2224,1204,1636,91.198,1492,144,1492,0,0,91.2,"minus"
"AB292682.1",1635,"H3S1a.chr7",65297000,1,1635,11663134,53632229,0,2141,1159,1638,90.293,1479,156,1479,2,3,90.29,"minus"
"AB292682.1",1635,"H3S1a.chr7",65297000,1,1635,11865310,53430053,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"minus"
"AB292682.1",1635,"H3S1a.chr7",65297000,1,1635,11796586,53498777,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"minus"
"AB292682.1",1635,"H3S1a.chr7",65297000,1,1635,11756992,53538371,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"minus"
"AB292683.1",1638,"H3S1a.chr7",65297000,1,1638,11756992,53538371,0,3003,1626,1638,99.756,1634,4,1634,0,0,99.76,"minus"
"AB292683.1",1638,"H3S1a.chr7",65297000,1,1638,11796586,53498777,0,2992,1620,1638,99.634,1632,6,1632,0,0,99.63,"minus"
"AB292683.1",1638,"H3S1a.chr7",65297000,1,1638,11865310,53430053,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"minus"
"AB292683.1",1638,"H3S1a.chr7",65297000,1,1638,11663134,53632229,0,2981,1614,1638,99.512,1630,8,1630,0,0,99.51,"minus"
"AB292683.1",1638,"H3S1a.chr7",65297000,1,1638,11726577,53568786,0,2942,1593,1638,99.084,1623,15,1623,0,0,99.08,"minus"
"AB292684.1",1638,"H3S1a.chr7",65297000,1,1638,11726577,53568786,0,2998,1623,1638,99.695,1633,5,1633,0,0,99.69,"minus"
"AB292684.1",1638,"H3S1a.chr7",65297000,1,1638,11796586,53498777,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"minus"
"AB292684.1",1638,"H3S1a.chr7",65297000,1,1638,11756992,53538371,0,2959,1602,1638,99.267,1626,12,1626,0,0,99.27,"minus"
"AB292684.1",1638,"H3S1a.chr7",65297000,1,1638,11865310,53430053,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"minus"
"AB292684.1",1638,"H3S1a.chr7",65297000,1,1638,11663134,53632229,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"minus"
"AB212829.1",1635,"H3S1a.chr7",65297000,1,1635,11756992,53538374,0,2316,1254,1635,92.232,1508,127,1508,0,0,92.23,"minus"
"AB212829.1",1635,"H3S1a.chr7",65297000,1,1635,11663134,53632232,0,2316,1254,1635,92.232,1508,127,1508,0,0,92.23,"minus"
"AB212829.1",1635,"H3S1a.chr7",65297000,1,1635,11796586,53498780,0,2311,1251,1635,92.171,1507,128,1507,0,0,92.17,"minus"
"AB212829.1",1635,"H3S1a.chr7",65297000,1,1635,11865310,53430056,0,2305,1248,1635,92.11,1506,129,1506,0,0,92.11,"minus"
"AB212829.1",1635,"H3S1a.chr7",65297000,1,1635,11726577,53568789,0,2255,1221,1635,91.56,1497,138,1497,0,0,91.56,"minus"
"AB212830.1",1635,"H3S1a.chr7",65297000,1,1635,11756992,53538374,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"minus"
"AB212830.1",1635,"H3S1a.chr7",65297000,1,1635,11663134,53632232,0,2272,1230,1635,91.743,1500,135,1500,0,0,91.74,"minus"
"AB212830.1",1635,"H3S1a.chr7",65297000,1,1635,11796586,53498780,0,2266,1227,1635,91.682,1499,136,1499,0,0,91.68,"minus"
"AB212830.1",1635,"H3S1a.chr7",65297000,1,1635,11865310,53430056,0,2261,1224,1635,91.621,1498,137,1498,0,0,91.62,"minus"
"AB212830.1",1635,"H3S1a.chr7",65297000,1,1635,11726577,53568789,0,2211,1197,1635,91.07,1489,146,1489,0,0,91.07,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,13415177,52566688,0,3016,1633,1636,99.939,1635,1,1635,0,0,99.94,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,13327297,52654568,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,13266569,52715296,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,13154685,52827180,0,3011,1630,1636,99.878,1634,2,1634,0,0,99.88,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,13218720,52763144,0,3000,1624,1637,99.756,1633,3,1633,1,1,99.76,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,13034717,52947148,0,2988,1618,1636,99.633,1630,6,1630,0,0,99.63,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,12978141,53003724,0,2983,1615,1636,99.572,1629,7,1629,0,0,99.57,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,11722165,54259700,0,2656,1438,1636,95.966,1570,66,1570,0,0,95.97,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,13,1639,11149007,54836110,0,2320,1256,1628,92.506,1506,111,1506,4,11,92.51,"plus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,30728272,35256863,0,2290,1240,1636,91.932,1504,132,1504,0,0,91.93,"plus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,12460217,53521648,0,2290,1240,1636,91.932,1504,132,1504,0,0,91.93,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,12429608,53552257,0,2268,1228,1636,91.687,1500,136,1500,0,0,91.69,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,12368509,53613356,0,2268,1228,1636,91.687,1500,136,1500,0,0,91.69,"minus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,30828273,35156862,0,2263,1225,1636,91.626,1499,137,1499,0,0,91.63,"plus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,30759287,35225848,0,2263,1225,1636,91.626,1499,137,1499,0,0,91.63,"plus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,30645736,35339398,0,2228,1206,1636,91.259,1493,142,1493,1,1,91.26,"plus"
"LY658671.1",1639,"H3S1b.chr7",65983500,4,1639,12542748,53439118,0,2228,1206,1636,91.259,1493,142,1493,1,1,91.26,"minus"
"AB292682.1",1635,"H3S1b.chr7",65983500,1,1635,11423304,54561829,0,2542,1376,1639,94.753,1553,77,1553,4,9,94.75,"plus"
"AB292682.1",1635,"H3S1b.chr7",65983500,1,1635,11516552,54468579,0,2451,1327,1638,93.773,1536,93,1536,4,9,93.77,"plus"
"AB292682.1",1635,"H3S1b.chr7",65983500,1,1635,30728271,35256866,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"plus"
"AB292682.1",1635,"H3S1b.chr7",65983500,1,1635,12460218,53521645,0,2135,1156,1638,90.232,1478,157,1478,2,3,90.23,"minus"
"AB292682.1",1635,"H3S1b.chr7",65983500,1,1635,12429609,53552254,0,2130,1153,1638,90.171,1477,158,1477,2,3,90.17,"minus"
"AB292682.1",1635,"H3S1b.chr7",65983500,1,1635,30759286,35225851,0,2124,1150,1638,90.11,1476,159,1476,2,3,90.11,"plus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,30728271,35256866,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"plus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,12460218,53521645,0,2987,1617,1638,99.573,1631,7,1631,0,0,99.57,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,30759286,35225851,0,2964,1605,1638,99.328,1627,11,1627,0,0,99.33,"plus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,12429609,53552254,0,2964,1605,1638,99.328,1627,11,1627,0,0,99.33,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,12368510,53613353,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,30828272,35156865,0,2948,1596,1638,99.145,1624,14,1624,0,0,99.15,"plus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,30645735,35339401,0,2935,1589,1638,99.023,1622,15,1622,1,1,99.02,"plus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,12542749,53439115,0,2935,1589,1638,99.023,1622,15,1622,1,1,99.02,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,11722166,54259697,0,2350,1272,1638,92.552,1516,122,1516,0,0,92.55,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,13415178,52566685,0,2305,1248,1638,92.063,1508,130,1508,0,0,92.06,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,13327298,52654565,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,13266570,52715293,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,13154686,52827177,0,2300,1245,1638,92.002,1507,131,1507,0,0,92,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,13218721,52763141,0,2289,1239,1639,91.885,1506,132,1506,1,1,91.89,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,13034718,52947145,0,2278,1233,1638,91.758,1503,135,1503,0,0,91.76,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,1,1638,12978142,53003721,0,2272,1230,1638,91.697,1502,136,1502,0,0,91.7,"minus"
"AB292683.1",1638,"H3S1b.chr7",65983500,9,1638,11149007,54836113,0,2148,1163,1630,90.552,1476,145,1476,2,9,90.55,"plus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,30759286,35225851,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,30728271,35256866,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"plus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,12460218,53521645,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"minus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,12429609,53552254,0,2953,1599,1638,99.206,1625,13,1625,0,0,99.21,"minus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,12368510,53613353,0,2920,1581,1638,98.84,1619,19,1619,0,0,98.84,"minus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,30828272,35156865,0,2915,1578,1638,98.779,1618,20,1618,0,0,98.78,"plus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,30645735,35339401,0,2902,1571,1638,98.657,1616,21,1616,1,1,98.66,"plus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,12542749,53439115,0,2902,1571,1638,98.657,1616,21,1616,1,1,98.66,"minus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,11722166,54259697,0,2305,1248,1638,92.063,1508,130,1508,0,0,92.06,"minus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,13415178,52566685,0,2261,1224,1638,91.575,1500,138,1500,0,0,91.58,"minus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,13327298,52654565,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,13266570,52715293,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
"AB292684.1",1638,"H3S1b.chr7",65983500,1,1638,13154686,52827177,0,2255,1221,1638,91.514,1499,139,1499,0,0,91.51,"minus"
